1,3664,-162,4564
2,1418,-162,5160
3,-5983,-6129,5160
4,-3486,-6328,5160
5,-2213,-6328,5160
6,474,-6328,5160
7,-5033,-6328,5160
8,-1986,-6328,5160
9,-78,-6328,5160
10,-1821,-6328,5160
11,-6226,-6639,5160
12,-7825,-8517,5160
13,-10083,-11383,5160
14,-12746,-13059,5160
15,-17164,-18645,5160
16,-15533,-18830,5160
17,-19019,-19113,5160
18,-19540,-21273,5160
19,-21075,-23142,5160
20,-25438,-25833,5160
21,-27217,-27641,5160
22,-30953,-31425,5160
23,-30575,-31425,5160
24,-30650,-31425,5160
25,-32005,-32055,5160
26,-29133,-32342,5160
27,-34531,-34832,5160
28,-34276,-35393,5160
29,-36960,-37418,5160
30,-37591,-38555,5160
31,-35492,-38555,5160
32,-34695,-38555,5160
33,-38795,-39177,5160
34,-39339,-40332,5160
35,-40587,-41246,5160
36,-37906,-41360,5160
37,-38778,-42910,5160
38,-40204,-42910,5160
39,-37032,-42910,5160
40,-39690,-42910,5160
41,-37218,-42910,5160
42,-34324,-42910,5160
43,-33644,-42910,5160
44,-32988,-42910,5160
45,-33934,-42910,5160
46,-33231,-42910,5160
47,-29366,-42910,5160
48,-31071,-42910,5160
49,-27231,-42910,5160
50,-27394,-42910,5160
51,-26250,-42910,5160
52,-30747,-42910,5160
53,-30687,-42910,5160
54,-27996,-42910,5160
55,-31860,-42910,5160
56,-29489,-42910,5160
57,-24073,-42910,5160
58,-23805,-42910,5160
59,-23413,-42910,5160
60,-24316,-42910,5160
61,-27148,-42910,5160
62,-27840,-42910,5160
63,-30432,-42910,5160
64,-32677,-42910,5160
65,-33913,-42910,5160
66,-36448,-42910,5160
67,-35083,-42910,5160
68,-30672,-42910,5160
69,-33526,-42910,5160
70,-30293,-42910,5160
71,-30513,-42910,5160
72,-30970,-42910,5160
73,-28957,-42910,5160
74,-23860,-42910,5160
75,-21896,-42910,5160
76,-23544,-42910,5160
77,-22287,-42910,5160
78,-21872,-42910,5160
79,-22003,-42910,5160
80,-21870,-42910,5160
81,-20355,-42910,5160
82,-19770,-42910,5160
83,-19620,-42910,5160
84,-18161,-42910,5160
85,-21558,-42910,5160
86,-20194,-42910,5160
87,-23765,-42910,5160
88,-28397,-42910,5160
89,-27267,-42910,5160
90,-25773,-42910,5160
91,-21775,-42910,5160
92,-19162,-42910,5160
93,-21607,-42910,5160
94,-25515,-42910,5160
95,-22921,-42910,5160
96,-21878,-42910,5160
97,-21776,-42910,5160
98,-24444,-42910,5160
99,-25688,-42910,5160
100,-22974,-42910,5160
101,-21333,-42910,5160
102,-20033,-42910,5160
103,-14801,-42910,5160
104,-13572,-42910,5160
105,-14063,-42910,5160
106,-11852,-42910,5160
107,-10605,-42910,5160
108,-9611,-42910,5160
109,-9545,-42910,5160
110,-7957,-42910,5160
111,-9420,-42910,5160
112,-5871,-42910,5160
113,-4523,-42910,5160
114,-3749,-42910,5160
115,-7214,-42910,5160
116,-2199,-42910,5160
117,-1425,-42910,5160
118,3484,-42910,5160
119,4300,-42910,5496
120,3466,-42910,6365
121,5919,-42910,6504
122,4969,-42910,7424
123,3605,-42910,7424
124,3719,-42910,7424
125,1809,-42910,7424
126,-513,-42910,7424
127,-2467,-42910,7424
128,2278,-42910,7424
129,3646,-42910,7424
130,4255,-42910,7424
131,3603,-42910,7424
132,2454,-42910,7424
133,3207,-42910,7424
134,142,-42910,7424
135,-1164,-42910,7424
136,-1827,-42910,7424
137,-3100,-42910,7424
138,-1870,-42910,7424
139,-5459,-42910,7424
140,-785,-42910,7424
141,1285,-42910,7424
142,-3631,-42910,7424
143,-4357,-42910,7424
144,-474,-42910,7424
145,658,-42910,7424
146,1331,-42910,7424
147,-1477,-42910,7424
148,-2951,-42910,7424
149,-2713,-42910,7424
150,-3940,-42910,7424
151,-6214,-42910,7424
152,-7177,-42910,7424
153,-9874,-42910,7424
154,-10316,-42910,7424
155,-12725,-42910,7424
156,-12057,-42910,7424
157,-13065,-42910,7424
158,-9453,-42910,7424
159,-8217,-42910,7424
160,-6715,-42910,7424
161,-4546,-42910,7424
162,-4444,-42910,7424
163,-2925,-42910,7424
164,-3884,-42910,7424
165,-6892,-42910,7424
166,-6702,-42910,7424
167,-14700,-42910,7424
168,-12126,-42910,7424
169,-11279,-42910,7424
170,-9391,-42910,7424
171,-8272,-42910,7424
172,-8938,-42910,7424
173,-9020,-42910,7424
174,-6889,-42910,7424
175,-5091,-42910,7424
176,-5691,-42910,7424
177,-7137,-42910,7424
178,-9860,-42910,7424
179,-6786,-42910,7424
180,-8574,-42910,7424
181,-15767,-42910,7424
182,-16820,-42910,7424
183,-16143,-42910,7424
184,-11376,-42910,7424
185,-13441,-42910,7424
186,-12816,-42910,7424
187,-15775,-42910,7424
188,-13657,-42910,7424
189,-17076,-42910,7424
190,-14148,-42910,7424
191,-14624,-42910,7424
192,-13316,-42910,7424
193,-15893,-42910,7424
194,-15146,-42910,7424
195,-15997,-42910,7424
196,-15183,-42910,7424
197,-21715,-42910,7424
198,-21553,-42910,7424
199,-21061,-42910,7424
200,-22909,-42910,7424
201,-20161,-42910,7424
202,-19107,-42910,7424
203,-14477,-42910,7424
204,-19784,-42910,7424
205,-23699,-42910,7424
206,-20619,-42910,7424
207,-21723,-42910,7424
208,-23496,-42910,7424
209,-23783,-42910,7424
210,-27509,-42910,7424
211,-29053,-42910,7424
212,-29766,-42910,7424
213,-30059,-42910,7424
214,-28869,-42910,7424
215,-26478,-42910,7424
216,-28275,-42910,7424
217,-27611,-42910,7424
218,-28341,-42910,7424
219,-29144,-42910,7424
220,-31206,-42910,7424
221,-31089,-42910,7424
222,-32454,-42910,7424
223,-31962,-42910,7424
224,-30832,-42910,7424
225,-31825,-42910,7424
226,-32957,-42910,7424
227,-33402,-42910,7424
228,-33041,-42910,7424
229,-35120,-42910,7424
230,-35556,-42910,7424
231,-37785,-42910,7424
232,-38007,-42910,7424
233,-37945,-42910,7424
234,-32179,-42910,7424
235,-25530,-42910,7424
236,-31371,-42910,7424
237,-32744,-42910,7424
238,-33534,-42910,7424
239,-33302,-42910,7424
240,-29219,-42910,7424
241,-30024,-42910,7424
242,-29419,-42910,7424
243,-23616,-42910,7424
244,-28137,-42910,7424
245,-28722,-42910,7424
246,-28941,-42910,7424
247,-26520,-42910,7424
248,-29272,-42910,7424
249,-28780,-42910,7424
250,-28466,-42910,7424
251,-32519,-42910,7424
252,-30263,-42910,7424
253,-30957,-42910,7424
254,-35630,-42910,7424
255,-35093,-42910,7424
256,-38077,-42910,7424
257,-39332,-42910,7424
258,-39853,-42910,7424
259,-38394,-42910,7424
260,-38636,-42910,7424
261,-36531,-42910,7424
262,-40250,-42910,7424
263,-35407,-42910,7424
264,-30345,-42910,7424
265,-27129,-42910,7424
266,-24050,-42910,7424
267,-24977,-42910,7424
268,-23677,-42910,7424
269,-25850,-42910,7424
270,-25155,-42910,7424
271,-31073,-42910,7424
272,-29735,-42910,7424
273,-32894,-42910,7424
274,-35876,-42910,7424
275,-32257,-42910,7424
276,-32744,-42910,7424
277,-30920,-42910,7424
278,-32877,-42910,7424
279,-30191,-42910,7424
280,-28336,-42910,7424
281,-32275,-42910,7424
282,-31740,-42910,7424
283,-30207,-42910,7424
284,-33387,-42910,7424
285,-35803,-42910,7424
286,-34477,-42910,7424
287,-33630,-42910,7424
288,-34532,-42910,7424
289,-41930,-42910,7424
290,-43516,-43885,7424
291,-42743,-44261,7424
292,-39800,-44261,7424
293,-44328,-45344,7424
294,-40847,-45344,7424
295,-41485,-45344,7424
296,-41494,-45344,7424
297,-44912,-45344,7424
298,-46888,-48800,7424
299,-48173,-49344,7424
300,-50511,-50702,7424
301,-52788,-53189,7424
302,-55842,-56141,7424
303,-56008,-56163,7424
304,-53761,-58311,7424
305,-57248,-58420,7424
306,-58982,-60459,7424
307,-58006,-60459,7424
308,-61800,-63515,7424
309,-60317,-63515,7424
310,-63077,-64929,7424
311,-69177,-69489,7424
312,-73501,-73946,7424
313,-75319,-75391,7424
314,-75306,-76285,7424
315,-73483,-76285,7424
316,-76269,-76298,7424
317,-75803,-78268,7424
318,-78368,-78914,7424
319,-75622,-79659,7424
320,-81380,-81529,7424
321,-80115,-82049,7424
322,-81474,-82049,7424
323,-85595,-85631,7424
324,-87812,-90389,7424
325,-83662,-90389,7424
326,-78418,-90389,7424
327,-75706,-90389,7424
328,-71894,-90389,7424
329,-71054,-90389,7424
330,-69094,-90389,7424
331,-73010,-90389,7424
332,-75815,-90389,7424
333,-72350,-90389,7424
334,-74254,-90389,7424
335,-74011,-90389,7424
336,-78353,-90389,7424
337,-81501,-90389,7424
338,-82028,-90389,7424
339,-81251,-90389,7424
340,-81764,-90389,7424
341,-79165,-90389,7424
342,-79046,-90389,7424
343,-76113,-90389,7424
344,-78143,-90389,7424
345,-77899,-90389,7424
346,-76515,-90389,7424
347,-79029,-90389,7424
348,-79549,-90389,7424
349,-79771,-90389,7424
350,-78594,-90389,7424
351,-79055,-90389,7424
352,-81268,-90389,7424
353,-79465,-90389,7424
354,-77654,-90389,7424
355,-78072,-90389,7424
356,-79041,-90389,7424
357,-74914,-90389,7424
358,-72678,-90389,7424
359,-73096,-90389,7424
360,-75025,-90389,7424
361,-74823,-90389,7424
362,-74788,-90389,7424
363,-71624,-90389,7424
364,-72149,-90389,7424
365,-70985,-90389,7424
366,-74913,-90389,7424
367,-72365,-90389,7424
368,-73579,-90389,7424
369,-70056,-90389,7424
370,-70928,-90389,7424
371,-68599,-90389,7424
372,-67522,-90389,7424
373,-68745,-90389,7424
374,-65777,-90389,7424
375,-64373,-90389,7424
376,-63606,-90389,7424
377,-62547,-90389,7424
378,-61674,-90389,7424
379,-64730,-90389,7424
380,-69014,-90389,7424
381,-70780,-90389,7424
382,-69352,-90389,7424
383,-69088,-90389,7424
384,-69498,-90389,7424
385,-68949,-90389,7424
386,-72719,-90389,7424
387,-74683,-90389,7424
388,-73263,-90389,7424
389,-76411,-90389,7424
390,-81603,-90389,7424
391,-84944,-90389,7424
392,-88484,-90389,7424
393,-88021,-90389,7424
394,-90308,-91364,7424
395,-89981,-91832,7424
396,-91448,-92809,7424
397,-100242,-100302,7424
398,-104263,-104912,7424
399,-106187,-107088,7424
400,-105703,-107088,7424
401,-104745,-107515,7424
402,-104577,-109003,7424
403,-104041,-109003,7424
404,-100052,-109003,7424
405,-99131,-109003,7424
406,-96996,-109003,7424
407,-94185,-109003,7424
408,-90305,-109003,7424
409,-89744,-109003,7424
410,-89384,-109003,7424
411,-89943,-109003,7424
412,-85878,-109003,7424
413,-85676,-109003,7424
414,-87995,-109003,7424
415,-88009,-109003,7424
416,-85030,-109003,7424
417,-86672,-109003,7424
418,-85674,-109003,7424
419,-81661,-109003,7424
420,-84830,-109003,7424
421,-82578,-109003,7424
422,-80708,-109003,7424
423,-76756,-109003,7424
424,-78104,-109003,7424
425,-77835,-109003,7424
426,-78584,-109003,7424
427,-77566,-109003,7424
428,-78185,-109003,7424
429,-82318,-109003,7424
430,-82853,-109003,7424
431,-85090,-109003,7424
432,-80480,-109003,7424
433,-77567,-109003,7424
434,-78135,-109003,7424
435,-80028,-109003,7424
436,-77400,-109003,7424
437,-76612,-109003,7424
438,-78548,-109003,7424
439,-76453,-109003,7424
440,-70934,-109003,7424
441,-73448,-109003,7424
442,-67484,-109003,7424
443,-66836,-109003,7424
444,-67983,-109003,7424
445,-69053,-109003,7424
446,-73803,-109003,7424
447,-76441,-109003,7424
448,-74242,-109003,7424
449,-72625,-109003,7424
450,-71823,-109003,7424
451,-69502,-109003,7424
452,-67963,-109003,7424
453,-64344,-109003,7424
454,-64734,-109003,7424
455,-67414,-109003,7424
456,-67178,-109003,7424
457,-66319,-109003,7424
458,-64485,-109003,7424
459,-65774,-109003,7424
460,-66438,-109003,7424
461,-66359,-109003,7424
462,-66939,-109003,7424
463,-66735,-109003,7424
464,-68908,-109003,7424
465,-68077,-109003,7424
466,-67952,-109003,7424
467,-68335,-109003,7424
468,-63491,-109003,7424
469,-60462,-109003,7424
470,-65126,-109003,7424
471,-62427,-109003,7424
472,-61798,-109003,7424
473,-58039,-109003,7424
474,-58077,-109003,7424
475,-59119,-109003,7424
476,-58255,-109003,7424
477,-52443,-109003,7424
478,-49107,-109003,7424
479,-49880,-109003,7424
480,-46444,-109003,7424
481,-46339,-109003,7424
482,-49589,-109003,7424
483,-51607,-109003,7424
484,-51728,-109003,7424
485,-57780,-109003,7424
486,-58211,-109003,7424
487,-57649,-109003,7424
488,-53286,-109003,7424
489,-52435,-109003,7424
490,-52122,-109003,7424
491,-52382,-109003,7424
492,-46795,-109003,7424
493,-46307,-109003,7424
494,-47037,-109003,7424
495,-47734,-109003,7424
496,-50498,-109003,7424
497,-50874,-109003,7424
498,-51033,-109003,7424
499,-50753,-109003,7424
500,-47792,-109003,7424
501,-52363,-109003,7424
502,-56202,-109003,7424
503,-56936,-109003,7424
504,-57325,-109003,7424
505,-58516,-109003,7424
506,-60116,-109003,7424
507,-56996,-109003,7424
508,-58103,-109003,7424
509,-54759,-109003,7424
510,-53501,-109003,7424
511,-54589,-109003,7424
512,-54784,-109003,7424
513,-54367,-109003,7424
514,-53060,-109003,7424
515,-53194,-109003,7424
516,-54890,-109003,7424
517,-54517,-109003,7424
518,-47924,-109003,7424
519,-51094,-109003,7424
520,-52822,-109003,7424
521,-51003,-109003,7424
522,-51215,-109003,7424
523,-53317,-109003,7424
524,-54130,-109003,7424
525,-54897,-109003,7424
526,-54111,-109003,7424
527,-52816,-109003,7424
528,-57468,-109003,7424
529,-57723,-109003,7424
530,-59217,-109003,7424
531,-60616,-109003,7424
532,-60096,-109003,7424
533,-60924,-109003,7424
534,-64751,-109003,7424
535,-67405,-109003,7424
536,-65113,-109003,7424
537,-70414,-109003,7424
538,-70109,-109003,7424
539,-64846,-109003,7424
540,-66819,-109003,7424
541,-64851,-109003,7424
542,-62158,-109003,7424
543,-65480,-109003,7424
544,-69044,-109003,7424
545,-66414,-109003,7424
546,-72289,-109003,7424
547,-76686,-109003,7424
548,-75533,-109003,7424
549,-76555,-109003,7424
550,-74364,-109003,7424
551,-78351,-109003,7424
552,-81282,-109003,7424
553,-74889,-109003,7424
554,-70883,-109003,7424
555,-71626,-109003,7424
556,-71740,-109003,7424
557,-68511,-109003,7424
558,-75005,-109003,7424
559,-72551,-109003,7424
560,-67737,-109003,7424
561,-66275,-109003,7424
562,-64884,-109003,7424
563,-64265,-109003,7424
564,-58547,-109003,7424
565,-59310,-109003,7424
566,-58012,-109003,7424
567,-52492,-109003,7424
568,-53418,-109003,7424
569,-51113,-109003,7424
570,-48744,-109003,7424
571,-49123,-109003,7424
572,-47359,-109003,7424
573,-45738,-109003,7424
574,-47328,-109003,7424
575,-46413,-109003,7424
576,-46905,-109003,7424
577,-49081,-109003,7424
578,-50433,-109003,7424
579,-50917,-109003,7424
580,-53248,-109003,7424
581,-56501,-109003,7424
582,-58975,-109003,7424
583,-59101,-109003,7424
584,-59505,-109003,7424
585,-60266,-109003,7424
586,-65701,-109003,7424
587,-61323,-109003,7424
588,-65773,-109003,7424
589,-62651,-109003,7424
590,-62614,-109003,7424
591,-62244,-109003,7424
592,-64270,-109003,7424
593,-63311,-109003,7424
594,-65978,-109003,7424
595,-68468,-109003,7424
596,-68578,-109003,7424
597,-64327,-109003,7424
598,-62571,-109003,7424
599,-58503,-109003,7424
600,-59028,-109003,7424
601,-57089,-109003,7424
602,-51905,-109003,7424
603,-53685,-109003,7424
604,-48194,-109003,7424
605,-45078,-109003,7424
606,-52587,-109003,7424
607,-52810,-109003,7424
608,-54681,-109003,7424
609,-56115,-109003,7424
610,-56261,-109003,7424
611,-53855,-109003,7424
612,-53810,-109003,7424
613,-52579,-109003,7424
614,-47586,-109003,7424
615,-47214,-109003,7424
616,-47369,-109003,7424
617,-48789,-109003,7424
618,-49347,-109003,7424
619,-49138,-109003,7424
620,-47522,-109003,7424
621,-50097,-109003,7424
622,-50943,-109003,7424
623,-50841,-109003,7424
624,-50158,-109003,7424
625,-48079,-109003,7424
626,-46545,-109003,7424
627,-49445,-109003,7424
628,-43328,-109003,7424
629,-45337,-109003,7424
630,-45597,-109003,7424
631,-44220,-109003,7424
632,-41162,-109003,7424
633,-40473,-109003,7424
634,-42334,-109003,7424
635,-44171,-109003,7424
636,-44117,-109003,7424
637,-40981,-109003,7424
638,-41394,-109003,7424
639,-38385,-109003,7424
640,-37485,-109003,7424
641,-37600,-109003,7424
642,-37720,-109003,7424
643,-38593,-109003,7424
644,-39131,-109003,7424
645,-41617,-109003,7424
646,-42492,-109003,7424
647,-41122,-109003,7424
648,-39764,-109003,7424
649,-35925,-109003,7424
650,-38186,-109003,7424
651,-33829,-109003,7424
652,-32635,-109003,7424
653,-34791,-109003,7424
654,-38646,-109003,7424
655,-34466,-109003,7424
656,-38189,-109003,7424
657,-38159,-109003,7424
658,-34450,-109003,7424
659,-36325,-109003,7424
660,-37790,-109003,7424
661,-37370,-109003,7424
662,-32917,-109003,7424
663,-29308,-109003,7424
664,-24203,-109003,7424
665,-21432,-109003,7424
666,-19426,-109003,7424
667,-18697,-109003,7424
668,-16083,-109003,7424
669,-16862,-109003,7424
670,-16951,-109003,7424
671,-17401,-109003,7424
672,-16221,-109003,7424
673,-18806,-109003,7424
674,-18433,-109003,7424
675,-14972,-109003,7424
676,-9930,-109003,7424
677,-5956,-109003,7424
678,-6592,-109003,7424
679,-5130,-109003,7424
680,-5728,-109003,7424
681,-5441,-109003,7424
682,-4290,-109003,7424
683,-3162,-109003,7424
684,-1731,-109003,7424
685,-1534,-109003,7424
686,-4890,-109003,7424
687,-4720,-109003,7424
688,-4583,-109003,7424
689,-6941,-109003,7424
690,-8695,-109003,7424
691,-7752,-109003,7424
692,-7600,-109003,7424
693,-7150,-109003,7424
694,-6742,-109003,7424
695,-5456,-109003,7424
696,-6213,-109003,7424
697,-4378,-109003,7424
698,-1994,-109003,7424
699,-2841,-109003,7424
700,-7030,-109003,7424
701,-10760,-109003,7424
702,-11812,-109003,7424
703,-7901,-109003,7424
704,-11001,-109003,7424
705,-10958,-109003,7424
706,-14276,-109003,7424
707,-16874,-109003,7424
708,-14048,-109003,7424
709,-20072,-109003,7424
710,-21090,-109003,7424
711,-23713,-109003,7424
712,-19334,-109003,7424
713,-19679,-109003,7424
714,-21172,-109003,7424
715,-25251,-109003,7424
716,-26865,-109003,7424
717,-27331,-109003,7424
718,-28741,-109003,7424
719,-27314,-109003,7424
720,-27363,-109003,7424
721,-28207,-109003,7424
722,-26084,-109003,7424
723,-26813,-109003,7424
724,-26486,-109003,7424
725,-27554,-109003,7424
726,-27927,-109003,7424
727,-27143,-109003,7424
728,-32902,-109003,7424
